Date,Open,High,Low,Close,Adj Close,Volume
2016-03-27,202.997,205.131,202.841,203.887,203.887,1907212
2016-03-28,203.887,204.225,201.498,201.796,201.796,1487463
2016-03-29,201.796,202.15,201.113,201.702,201.702,1979580
2016-03-30,201.702,201.924,199.384,199.604,199.604,1143655
2016-03-31,199.604,200.054,199.152,199.534,199.534,1139191
2016-04-01,199.534,204.125,198.85,203.007,203.007,2147997
2016-04-02,203.007,203.121,200.958,201.637,201.637,1167899
2016-04-03,201.637,202.99,201.148,202.847,202.847,1339506
2016-04-04,202.847,203.043,200.715,201.427,201.427,2114967
2016-04-05,201.427,204.182,200.693,203.877,203.877,1422984
2016-04-06,203.877,205.466,203.724,205.107,205.107,1674748
2016-04-07,205.107,208.083,204.339,207.378,207.378,1065617
2016-04-08,207.378,207.379,207.206,207.26,207.26,1992264
2016-04-09,207.26,207.559,206.29,206.465,206.465,1025009
2016-04-10,206.465,209.344,205.976,208.926,208.926,1578878
2016-04-11,208.926,209.301,207.727,208.158,208.158,1440655
2016-04-12,208.158,208.926,207.932,208.707,208.707,1861781
2016-04-13,208.707,209.056,206.784,207.153,207.153,1686410
2016-04-14,207.153,208.157,204.521,204.6,204.6,1195244
2016-04-15,204.6,206.324,203.783,205.896,205.896,1285128
2016-04-16,205.896,206.232,203.818,204.181,204.181,1120783
2016-04-17,204.181,206.516,203.824,205.521,205.521,1263030
2016-04-18,205.521,205.889,203.519,204.56,204.56,1535566
2016-04-19,204.56,209.122,204.027,208.879,208.879,1623623
2016-04-20,208.879,211.138,208.41,210.637,210.637,1704288
2016-04-21,210.637,211.347,207.687,207.935,207.935,1235726
2016-04-22,207.935,207.973,205.277,206.669,206.669,1177538
2016-04-23,206.669,207.458,205.784,207.284,207.284,1371887
2016-04-24,207.284,209.587,206.734,209.092,209.092,1041228
2016-04-25,209.092,210.826,208.235,210.322,210.322,1470038
2016-04-26,210.322,210.648,208.462,209.02,209.02,1466440
2016-04-27,209.02,209.442,207.551,208.432,208.432,1126834
2016-04-28,208.432,208.953,206.761,206.842,206.842,1016723
2016-04-29,206.842,207.27,203.47,203.79,203.79,1948417
2016-04-30,203.79,206.305,202.941,205.261,205.261,1285871
2016-05-01,205.261,205.811,203.397,203.843,203.843,1188326
2016-05-02,203.843,203.915,202.522,202.684,202.684,1470924
2016-05-03,202.684,204.11,202.144,203.731,203.731,1321418
2016-05-04,203.731,203.896,202.873,202.902,202.902,1075186
2016-05-05,202.902,203.607,200.98,201.936,201.936,1256811
2016-05-06,201.936,203.336,201.813,202.852,202.852,1663217
2016-05-07,202.852,204.374,202.407,203.861,203.861,1685647
2016-05-08,203.861,205.202,203.65,205.025,205.025,1282006
2016-05-09,205.025,206.179,204.168,205.321,205.321,1083090
2016-05-10,205.321,205.665,203.619,204.294,204.294,1429868
2016-05-11,204.294,205.216,203.952,205.032,205.032,1320029
2016-05-12,205.032,208.87,204.758,207.968,207.968,1468837
2016-05-13,207.968,208.209,207.491,207.832,207.832,1888472
2016-05-14,207.832,208.57,207.721,208.226,208.226,1061618
2016-05-15,208.226,213.1,207.864,212.869,212.869,1224432
2016-05-16,212.869,213.057,211.178,211.736,211.736,1589407
2016-05-17,211.736,212.066,210.812,210.853,210.853,2321043
2016-05-18,210.853,211.015,209.969,210.446,210.446,1370799
2016-05-19,210.446,211.457,209.773,211.363,211.363,2327982
2016-05-20,211.363,215.844,210.21,215.29,215.29,1329529
2016-05-21,215.29,215.736,215.004,215.24,215.24,1501765
2016-05-22,215.24,218.154,214.332,217.094,217.094,1540384
2016-05-23,217.094,218.913,216.514,218.592,218.592,1399876
2016-05-24,218.592,221.151,218.441,221.146,221.146,1943736
2016-05-25,221.146,222.383,220.363,220.794,220.794,1107414
2016-05-26,220.794,220.983,217.919,218.189,218.189,1704451
2016-05-27,218.189,220.372,217.67,219.99,219.99,1124030
2016-05-28,219.99,220.364,219.568,219.965,219.965,1153409
2016-05-29,219.965,220.048,218.909,219,219,1379792
2016-05-30,219,222.945,218.125,222.598,222.598,1091991
2016-05-31,222.598,226.212,222.518,225.338,225.338,1908982
2016-06-01,225.338,226.434,223.752,225.049,225.049,1190160
2016-06-02,225.049,225.375,222.984,223.562,223.562,1034361
2016-06-03,223.562,229.664,223.115,229.042,229.042,1408381
2016-06-04,229.042,231.241,229.017,231.122,231.122,1571710
2016-06-05,231.122,231.365,227.3,228.545,228.545,1256619
2016-06-06,228.545,230.824,228.129,229.504,229.504,1137823
2016-06-07,229.504,236.217,228.178,234.833,234.833,1293171
2016-06-08,234.833,235.16,232.583,232.685,232.685,1445603
2016-06-09,232.685,234.228,231.89,234.215,234.215,1447829
2016-06-10,234.215,235.401,234.025,234.706,234.706,1411429
2016-06-11,234.706,235.252,234.321,234.888,234.888,1169666
2016-06-12,234.888,238.09,234.449,237.025,237.025,1484374
2016-06-13,237.025,237.204,236.258,236.378,236.378,1591066
2016-06-14,236.378,236.579,230.213,231.003,231.003,1039465
2016-06-15,231.003,231.594,228.273,228.749,228.749,1780509
2016-06-16,228.749,232.179,228.535,231.006,231.006,1143474
2016-06-17,231.006,233.009,230.947,232.347,232.347,1392622
2016-06-18,232.347,234.368,231.813,234.195,234.195,1399167
2016-06-19,234.195,237.041,233.799,236.564,236.564,1179440
2016-06-20,236.564,242.118,235.907,241.702,241.702,1635086
2016-06-21,241.702,244.381,241.137,242.878,242.878,1657735
2016-06-22,242.878,243.132,242.022,242.479,242.479,1858797
2016-06-23,242.479,246.026,242.333,245.647,245.647,1568312
2016-06-24,245.647,246.143,240.712,240.91,240.91,1094211
2016-06-25,240.91,241.502,234.743,235.04,235.04,1273735
2016-06-26,235.04,238.594,233.643,237.324,237.324,1332372
2016-06-27,237.324,238.364,236.251,236.807,236.807,1415877
2016-06-28,236.807,238.532,236.52,238.529,238.529,1045450
2016-06-29,238.529,242.215,238.321,241.57,241.57,1598443
2016-06-30,241.57,241.993,240.379,240.381,240.381,2152083
2016-07-01,240.381,241.36,239.944,241.012,241.012,1436921
2016-07-02,241.012,242.838,238.774,238.971,238.971,1080373
2016-07-03,238.971,239.147,235.887,236.999,236.999,1104978
2016-07-04,236.999,241.639,234.934,240.039,240.039,1440426
2016-07-05,240.039,240.408,239.053,239.437,239.437,1203203
2016-07-06,239.437,240.257,235.042,235.957,235.957,1035152
2016-07-07,235.957,236.502,233.602,234.287,234.287,2341128
2016-07-08,234.287,235.854,233.725,235.342,235.342,1246419
2016-07-09,235.342,235.936,230.974,231.907,231.907,1838502
2016-07-10,231.907,232.494,228.96,230.276,230.276,1043021
2016-07-11,230.276,233.524,230.247,233.287,233.287,1110596
2016-07-12,233.287,233.311,230.208,230.577,230.577,1077192
2016-07-13,230.577,235.67,228.79,234.365,234.365,1137914
2016-07-14,234.365,234.816,233.896,234.049,234.049,1427083
2016-07-15,234.049,238.094,233.643,237.348,237.348,2101776
2016-07-16,237.348,237.862,236.917,237.195,237.195,1030403
2016-07-17,237.195,239.104,236.62,238.701,238.701,1154655
2016-07-18,238.701,240.032,236.321,236.967,236.967,1203254
2016-07-19,236.967,238.171,236.955,237.62,237.62,1383498
2016-07-20,237.62,238.355,235.582,236.233,236.233,1430302
2016-07-21,236.233,237.475,236.215,237.204,237.204,1144519
2016-07-22,237.204,237.861,232.748,233.381,233.381,1128637
2016-07-23,233.381,237.131,232.364,236.822,236.822,1665280
2016-07-24,236.822,237.209,231.389,232.014,232.014,1105307
2016-07-25,232.014,234.649,231.753,234.051,234.051,1259660
2016-07-26,234.051,234.828,229.759,230.903,230.903,1009103
2016-07-27,230.903,235.259,230.826,235.196,235.196,1592558
2016-07-28,235.196,239.026,234.483,238.465,238.465,1589803
2016-07-29,238.465,239.794,235.998,236.488,236.488,1468578
2016-07-30,236.488,239.918,235.639,238.995,238.995,1369412
2016-07-31,238.995,239.056,231.995,232.75,232.75,1935655
2016-08-01,232.75,233.105,230.016,230.757,230.757,1148933
2016-08-02,230.757,230.878,227.252,228.754,228.754,1538467
2016-08-03,228.754,229.071,225.874,226.095,226.095,1068624
2016-08-04,226.095,227.822,225.144,227.728,227.728,1171561
2016-08-05,227.728,229.093,227.623,228.284,228.284,1355866
2016-08-06,228.284,229.307,225.982,226.217,226.217,1598189
2016-08-07,226.217,228.933,225.966,228.856,228.856,1351767
2016-08-08,228.856,229.104,225.588,226.248,226.248,1161603
2016-08-09,226.248,228.227,225.633,228.037,228.037,1585944
2016-08-10,228.037,233.412,227.967,232.942,232.942,1000303
2016-08-11,232.942,240.283,232.84,238.851,238.851,1233108
2016-08-12,238.851,239.936,234.671,235.785,235.785,1483685
2016-08-13,235.785,236.261,233.067,233.833,233.833,1710677
2016-08-14,233.833,233.855,232.928,233.469,233.469,1001486
2016-08-15,233.469,235.862,232.709,235.789,235.789,1330806
2016-08-16,235.789,237.618,234.621,236.855,236.855,1220137
2016-08-17,236.855,237.628,236.307,237.015,237.015,1483863
2016-08-18,237.015,238.835,236.128,238.666,238.666,1270999
2016-08-19,238.666,239.375,236.926,238.524,238.524,1793719
2016-08-20,238.524,241.411,237.855,240.716,240.716,1825200
2016-08-21,240.716,244.615,240.059,244.367,244.367,1003110
2016-08-22,244.367,244.694,244.072,244.345,244.345,1435309
2016-08-23,244.345,244.691,240.773,242.14,242.14,1887137
2016-08-24,242.14,245.963,241.814,244.826,244.826,1712794
2016-08-25,244.826,245.431,241.728,243.037,243.037,1164113
2016-08-26,243.037,243.415,240.825,240.857,240.857,1648415
2016-08-27,240.857,241.366,239.615,240.341,240.341,1435780
2016-08-28,240.341,240.597,236.614,237.274,237.274,1470030
2016-08-29,237.274,240.259,237.156,239.79,239.79,1280981
2016-08-30,239.79,240.817,238.07,238.506,238.506,1089339
2016-08-31,238.506,238.945,237.207,237.756,237.756,1332493
2016-09-01,237.756,237.762,234.698,235.745,235.745,1596489
2016-09-02,235.745,238.842,235.339,238.346,238.346,2269833
2016-09-03,238.346,239.16,233.474,233.751,233.751,1679192
2016-09-04,233.751,233.916,231.356,231.399,231.399,1125315
2016-09-05,231.399,232.955,230.449,232.603,232.603,1075751
2016-09-06,232.603,232.731,230.676,231.203,231.203,1241160
2016-09-07,231.203,231.802,228.211,228.366,228.366,1427955
2016-09-08,228.366,229.906,227.153,228.761,228.761,2072457
2016-09-09,228.761,230.56,227.697,229.31,229.31,1173267
2016-09-10,229.31,229.569,228.133,228.442,228.442,1708217
2016-09-11,228.442,228.825,226.834,228.236,228.236,1253282
2016-09-12,228.236,229.334,227.699,228.963,228.963,1675763
2016-09-13,228.963,232.885,228.685,232.629,232.629,1320080
2016-09-14,232.629,234.069,232.221,233.955,233.955,1576401
2016-09-15,233.955,234.755,232.009,233.255,233.255,1324088
2016-09-16,233.255,233.733,230.979,231.178,231.178,1027647
2016-09-17,231.178,233.847,229.993,233.792,233.792,1307361
2016-09-18,233.792,235.035,230.574,230.955,230.955,1312479
2016-09-19,230.955,231.677,230.616,230.83,230.83,1330563
2016-09-20,230.83,230.84,229.719,230.012,230.012,1169683
2016-09-21,230.012,230.365,227.147,227.272,227.272,1342197
2016-09-22,227.272,230.412,225.82,229.296,229.296,1059849
2016-09-23,229.296,232.218,228.396,232.099,232.099,1550288
2016-09-24,232.099,235.458,230.787,235.205,235.205,1593614
2016-09-25,235.205,235.72,233.792,233.849,233.849,1355234
2016-09-26,233.849,235.719,232.975,235.264,235.264,1453952
2016-09-27,235.264,235.276,232.453,233.66,233.66,1107139
2016-09-28,233.66,237.96,233.098,237.312,237.312,1553702
2016-09-29,237.312,238.04,234.794,235.018,235.018,1101757
2016-09-30,235.018,239.994,234.91,239.523,239.523,2001379
2016-10-01,239.523,242.433,238.271,240.837,240.837,1343446
2016-10-02,240.837,241.788,240.4,240.576,240.576,1301276
2016-10-03,240.576,241.755,239.474,239.772,239.772,1113069
2016-10-04,239.772,246.803,238.958,246.184,246.184,1218947
2016-10-05,246.184,246.976,245.906,246.74,246.74,1232412
2016-10-06,246.74,247.384,245.347,246.992,246.992,1302860
2016-10-07,246.992,248.454,244.999,245.186,245.186,1305484
2016-10-08,245.186,246.894,244.183,245.977,245.977,1652390
2016-10-09,245.977,246.275,242.964,243.37,243.37,1981739
2016-10-10,243.37,243.52,241.137,242.457,242.457,1480548
2016-10-11,242.457,245.314,242.32,244.411,244.411,1687966
2016-10-12,244.411,245.069,239.926,241.522,241.522,1054686
2016-10-13,241.522,244.024,241.055,242.987,242.987,1505597
2016-10-14,242.987,250.882,242.195,250.766,250.766,1031245
2016-10-15,250.766,252.09,248.597,249.381,249.381,1112982
2016-10-16,249.381,250.77,247.506,247.625,247.625,1008119
2016-10-17,247.625,256.904,247.502,255.483,255.483,1471917
2016-10-18,255.483,257.346,255.295,257.326,257.326,1199647
2016-10-19,257.326,260.581,256.699,259.922,259.922,1345909
2016-10-20,259.922,261.589,256.85,256.939,256.939,1499650
2016-10-21,256.939,261.082,256.439,260.564,260.564,1143283
2016-10-22,260.564,260.598,255.556,255.805,255.805,1139587
2016-10-23,255.805,255.906,251.417,251.967,251.967,1314422
2016-10-24,251.967,254.01,251.73,253.433,253.433,1323707
2016-10-25,253.433,254.078,252.888,253.064,253.064,2215711
2016-10-26,253.064,256.859,252.574,255.859,255.859,1131157
2016-10-27,255.859,259.727,255.421,258.879,258.879,1018829
2016-10-28,258.879,259.545,256.096,256.985,256.985,1060476
2016-10-29,256.985,257.23,255.442,256.449,256.449,1483853
2016-10-30,256.449,256.644,255.733,255.929,255.929,1146448
2016-10-31,255.929,259.631,255.501,258.792,258.792,1351416
2016-11-01,258.792,262.906,257.428,262.351,262.351,1166231
2016-11-02,262.351,265.201,261.735,264.628,264.628,1100656
2016-11-03,264.628,267.756,264.161,266.604,266.604,1022674
2016-11-04,266.604,270.209,266.586,270.025,270.025,1020341
2016-11-05,270.025,270.516,268.491,269.314,269.314,1014339
2016-11-06,269.314,269.623,267.859,268.482,268.482,1094414
2016-11-07,268.482,268.745,265.828,266.885,266.885,1072028
2016-11-08,266.885,270.437,265.288,270.19,270.19,1591872
2016-11-09,270.19,270.836,269.712,270.297,270.297,1181117
2016-11-10,270.297,271.344,268.359,268.837,268.837,1200298
2016-11-11,268.837,270.242,264.026,264.723,264.723,1075787
2016-11-12,264.723,266.086,263.174,264.993,264.993,1071691
2016-11-13,264.993,266.667,264.414,266.103,266.103,1314787
2016-11-14,266.103,266.831,263.876,265.408,265.408,1282994
2016-11-15,265.408,272.304,264.419,270.604,270.604,1107643
2016-11-16,270.604,270.732,267.602,268.92,268.92,1007867
2016-11-17,268.92,270.103,267.928,269.988,269.988,1102188
2016-11-18,269.988,270.986,267.519,269.028,269.028,1120875
2016-11-19,269.028,269.808,267.247,268.431,268.431,1189102
2016-11-20,268.431,268.891,267.145,267.509,267.509,1241616
2016-11-21,267.509,268.322,262.688,262.883,262.883,1198864
2016-11-22,262.883,264.531,261.901,264.525,264.525,1352400
2016-11-23,264.525,266.507,262.119,262.998,262.998,1662685
2016-11-24,262.998,263.05,258.968,259.524,259.524,1069376
2016-11-25,259.524,261.631,258.471,261.163,261.163,1072338
2016-11-26,261.163,261.282,258.092,258.862,258.862,1322506
2016-11-27,258.862,265.742,258.098,265.548,265.548,1703719
2016-11-28,265.548,267.01,264.404,264.953,264.953,1707194
2016-11-29,264.953,268.877,264.051,267.833,267.833,1192524
2016-11-30,267.833,271.213,267.548,270.725,270.725,1549230
2016-12-01,270.725,271.694,268.539,270.294,270.294,1072233
2016-12-02,270.294,274.111,270.281,273.578,273.578,1169060
2016-12-03,273.578,274.547,273.032,274.228,274.228,1334366
2016-12-04,274.228,274.818,267.751,270.008,270.008,1751892
2016-12-05,270.008,271.625,263.164,263.821,263.821,1568215
2016-12-06,263.821,265.184,262.705,263.109,263.109,1282883
2016-12-07,263.109,266.627,260.973,266.138,266.138,1684512
2016-12-08,266.138,266.965,265.566,265.732,265.732,1571546
2016-12-09,265.732,266.994,265.256,266.403,266.403,1239425
2016-12-10,266.403,267.64,265.697,266.743,266.743,1178200
2016-12-11,266.743,267.862,264.696,264.81,264.81,1132608
2016-12-12,264.81,267.962,262.602,267.556,267.556,1453251
2016-12-13,267.556,268.573,262.621,263.481,263.481,1060186
2016-12-14,263.481,264.086,261.672,262.347,262.347,1192761
2016-12-15,262.347,264.051,261.435,263.278,263.278,1366518
2016-12-16,263.278,268.902,261.685,268.219,268.219,1347948
2016-12-17,268.219,268.553,265.715,266.094,266.094,1338627
2016-12-18,266.094,267.042,262.676,262.848,262.848,1429209
2016-12-19,262.848,263.062,262.611,262.944,262.944,1114346
2016-12-20,262.944,264.055,262.249,264.009,264.009,1558094
2016-12-21,264.009,265.032,263.077,264.033,264.033,1112712
2016-12-22,264.033,264.298,263.202,263.813,263.813,1079383
2016-12-23,263.813,266.293,263.735,265.822,265.822,1565574
2016-12-24,265.822,269.436,265.614,268.83,268.83,1443521
2016-12-25,268.83,268.975,267.55,268.106,268.106,1261443
2016-12-26,268.106,268.22,267.088,267.916,267.916,1118424
2016-12-27,267.916,269.929,267.801,269.82,269.82,1366188
2016-12-28,269.82,271,266.312,267.97,267.97,1531337
2016-12-29,267.97,268.798,265.81,266.864,266.864,1488797
2016-12-30,266.864,270.349,265.408,270.134,270.134,1302817
2016-12-31,270.134,270.91,269.527,269.694,269.694,1294168
2017-01-01,269.694,270.157,267.52,267.674,267.674,1695371
2017-01-02,267.674,271.833,266.416,271.4,271.4,1365941
2017-01-03,271.4,271.776,271.291,271.471,271.471,1080192
2017-01-04,271.471,278.916,271.248,278.67,278.67,1040225
2017-01-05,278.67,280.913,277.062,280.436,280.436,1487154
2017-01-06,280.436,283.019,279.698,282.771,282.771,1561514
2017-01-07,282.771,285.008,280.182,281.635,281.635,1562360
2017-01-08,281.635,282.356,277.156,277.451,277.451,1331294
2017-01-09,277.451,279.5,276.313,279.23,279.23,1008944
2017-01-10,279.23,280.634,278.665,280.53,280.53,1032955
2017-01-11,280.53,286.698,279.984,285.723,285.723,1566671
2017-01-12,285.723,286.558,280.512,281.776,281.776,1014208
2017-01-13,281.776,283.191,280.99,282.155,282.155,1274358
2017-01-14,282.155,288.751,281.378,288.042,288.042,1544620
2017-01-15,288.042,288.211,286.814,287.063,287.063,1119263
2017-01-16,287.063,288.271,281.881,283.536,283.536,1142377
2017-01-17,283.536,284.2,280.437,281.429,281.429,1546840
2017-01-18,281.429,282.279,281.162,281.201,281.201,2018668
2017-01-19,281.201,282.113,279.928,280.642,280.642,1253495
2017-01-20,280.642,280.732,279.731,280.313,280.313,1141245
